2025-09-25 19:17:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-25 19:18:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-25 19:18:21 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_system_status"}
2025-09-25 19:20:38 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-25 19:20:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-25 19:20:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-25 19:20:44 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-25 19:20:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_advanced_settings"}
2025-09-25 19:20:57 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_security_settings"}
2025-09-25 19:21:02 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_advanced_settings"}
2025-09-25 19:21:04 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_download_limits"}
2025-09-25 19:21:07 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_advanced_settings"}
2025-09-25 19:21:09 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_auto_config"}
2025-09-25 19:21:12 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-25 19:21:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-25 19:21:44 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-25 19:21:46 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-25 19:21:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-25 19:21:50 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-25 19:22:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-25 19:33:51 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-25 19:33:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-25 19:33:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-25 19:33:57 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-25 19:33:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-25 19:34:27 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-25 19:34:33 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_add_config"}
2025-09-25 19:35:04 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_list_configs"}
2025-09-25 19:35:29 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-25 19:35:35 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-25 19:35:38 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-25 19:35:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_view_logs"}
2025-09-25 19:35:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-25 19:35:46 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_system_status"}
2025-09-25 19:35:55 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-25 19:35:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-25 19:38:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-25 19:38:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_add_config"}
2025-09-25 19:38:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_manual_create"}
2025-09-25 19:46:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-25 19:46:27 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-25 19:46:29 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-25 19:46:31 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-25 19:46:34 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-25 19:46:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_add_config"}
2025-09-25 19:46:38 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_manual_create"}
2025-09-25 19:47:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_skip_phone"}
2025-09-25 19:47:46 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_skip_phone"}
2025-09-25 19:47:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_skip_phone"}
2025-09-25 19:48:10 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_123"}
2025-09-25 19:48:18 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-25 19:48:24 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-25 19:48:26 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-25 19:48:29 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 07:29:21 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-27 07:29:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 07:29:28 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: category | Context:{"callback_data": "category_link_1"}
2025-09-27 07:29:34 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: category | Context:{"callback_data": "category_stats_1"}
2025-09-27 07:29:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: category | Context:{"callback_data": "category_link_1"}
2025-09-27 07:29:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: cat | Context:{"callback_data": "cat_1"}
2025-09-27 07:29:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 07:29:45 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 07:29:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 08:52:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 08:52:45 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 08:52:46 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 08:52:53 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-27 08:52:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-27 08:53:08 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 08:53:10 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 08:53:12 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 08:53:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-27 08:53:31 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-27 08:53:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 08:53:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 08:53:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 08:53:41 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-27 08:53:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_system_status"}
2025-09-27 09:01:31 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 09:01:33 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 09:01:34 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 09:03:07 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 09:07:42 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 09:07:44 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 09:07:45 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 09:07:53 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-27 09:07:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-27 09:08:03 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-27 09:08:05 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-27 09:08:13 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-27 09:08:20 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-27 09:08:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_system_status"}
2025-09-27 09:09:06 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-27 09:09:08 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_system_status"}
2025-09-27 09:09:11 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-27 09:09:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-27 09:09:17 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-27 09:09:19 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-27 09:09:20 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_health_check"}
2025-09-27 09:09:23 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_emergency_login"}
2025-09-27 09:09:28 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_start_login_123"}
2025-09-27 09:09:32 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_login_menu"}
2025-09-27 09:09:35 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management_menu"}
2025-09-27 09:09:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_view_logs"}
2025-09-27 09:09:39 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_detailed_stats"}
2025-09-27 09:09:49 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_export_report"}
2025-09-27 09:09:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 13:53:38 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 13:53:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 13:53:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 13:53:45 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 13:54:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:16:24 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_stream_link_17"}
2025-09-27 14:16:30 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:16:32 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 14:16:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:40:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 14:40:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:40:59 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 14:41:03 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:41:05 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_stream_link_17"}
2025-09-27 14:45:36 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:45:41 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 14:45:45 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:45:49 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_stream_link_17"}
2025-09-27 14:45:56 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:45:58 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_restricted_link_17"}
2025-09-27 14:46:02 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:46:06 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: telethon | Context:{"callback_data": "telethon_management"}
2025-09-27 14:46:10 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-27 14:46:15 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 14:46:18 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 14:46:20 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 14:46:22 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:46:25 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 14:47:41 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:47:48 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 14:47:50 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 14:47:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 14:47:54 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 14:47:59 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 15:01:24 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 15:01:28 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_fast_link_17"}
2025-09-27 15:01:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_fast_link_S_-Ullk_Z_ru"}
2025-09-27 15:02:23 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_link_info_ru"}
2025-09-27 15:02:28 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-27 15:02:31 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: system | Context:{"callback_data": "system_settings"}
2025-09-27 15:02:33 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: download | Context:{"callback_data": "download_system_control"}
2025-09-27 15:02:34 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: main | Context:{"callback_data": "main_menu"}
2025-09-27 15:02:37 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: files | Context:{"callback_data": "files_1"}
2025-09-27 15:02:40 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_17"}
2025-09-27 15:02:43 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: file | Context:{"callback_data": "file_download_links_17"}
2025-09-27 15:02:47 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: create | Context:{"callback_data": "create_stream_link_17"}
2025-09-27 15:02:52 - user_interactions - INFO - log:141 - [USER_INTERACTION] | User:599762196 | User interaction: callback_query: copy | Context:{"callback_data": "copy_stream_link_L0dz4VK9W4iK"}
